"DataSupplier","DataSet","Commodity","Species","SpeciesType","SACN","Volume","Units","Year","TemporalResolution","Flag","FlagDescription"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Megrim","Flatfish","Lean",3254588000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Megrim","Flatfish","Lean",78381000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Megrim","Flatfish","Lean",3435193000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Megrim","Flatfish","Lean",126219000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Megrim","Flatfish","Lean",3577483000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Megrim","Flatfish","Lean",120224000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Megrim","Flatfish","Lean",3718129000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Megrim","Flatfish","Lean",99510000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Megrim","Flatfish","Lean",3781196000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Megrim","Flatfish","Lean",20305000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Megrim","Flatfish","Lean",3748196000,"Grams",2020,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Megrim","Flatfish","Lean",45431000,"Grams",2020,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Monkfish","Demersal","Lean",3923529000,"Grams",2009,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Monkfish","Demersal","Lean",2793031000,"Grams",2009,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Monkfish","Demersal","Lean",4274728000,"Grams",2010,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Monkfish","Demersal","Lean",3145405000,"Grams",2010,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Monkfish","Demersal","Lean",3755729000,"Grams",2011,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Monkfish","Demersal","Lean",2543359000,"Grams",2011,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Monkfish","Demersal","Lean",2375015000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Monkfish","Demersal","Lean",2428083000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Monkfish","Demersal","Lean",2307938000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Monkfish","Demersal","Lean",1515339000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Monkfish","Demersal","Lean",3363408000,"Grams",2014,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Monkfish","Demersal","Lean",1475706000,"Grams",2014,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Monkfish","Demersal","Lean",3801208000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Monkfish","Demersal","Lean",894870000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Monkfish","Demersal","Lean",4503302000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Monkfish","Demersal","Lean",1184346000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Monkfish","Demersal","Lean",4720359000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Monkfish","Demersal","Lean",1138159000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Monkfish","Demersal","Lean",3984596000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Monkfish","Demersal","Lean",1178881000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Monkfish","Demersal","Lean",3835545000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Monkfish","Demersal","Lean",1520856000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Monkfish","Demersal","Lean",4290160000,"Grams",2020,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Monkfish","Demersal","Lean",1332378000,"Grams",2020,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Mussel","Bivalve","Shellfish",13605384000,"Grams",2009,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Mussel","Bivalve","Shellfish",5521608000,"Grams",2009,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Mussel","Bivalve","Shellfish",9906553000,"Grams",2010,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Mussel","Bivalve","Shellfish",6540142000,"Grams",2010,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Mussel","Bivalve","Shellfish",11507021000,"Grams",2011,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Mussel","Bivalve","Shellfish",6824481000,"Grams",2011,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Mussel","Bivalve","Shellfish",12130773000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Mussel","Bivalve","Shellfish",5832415000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Mussel","Bivalve","Shellfish",8216695000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Mussel","Bivalve","Shellfish",5273468000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Mussel","Bivalve","Shellfish",4415195000,"Grams",2014,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Mussel","Bivalve","Shellfish",5004694000,"Grams",2014,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Mussel","Bivalve","Shellfish",4919815000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Mussel","Bivalve","Shellfish",4397630000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Mussel","Bivalve","Shellfish",3238609000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Mussel","Bivalve","Shellfish",4658191000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Mussel","Bivalve","Shellfish",3472683000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Mussel","Bivalve","Shellfish",3932327000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Mussel","Bivalve","Shellfish",3480694000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Mussel","Bivalve","Shellfish",5602664000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Mussel","Bivalve","Shellfish",3435643000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Mussel","Bivalve","Shellfish",5210711000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Mussel","Bivalve","Shellfish",4434935000,"Grams",2020,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Mussel","Bivalve","Shellfish",4198657000,"Grams",2020,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nephrops","Crustacean","Shellfish",19626375000,"Grams",2009,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nephrops","Crustacean","Shellfish",3063963000,"Grams",2009,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nephrops","Crustacean","Shellfish",20139125000,"Grams",2010,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nephrops","Crustacean","Shellfish",2926972000,"Grams",2010,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nephrops","Crustacean","Shellfish",17257268000,"Grams",2011,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nephrops","Crustacean","Shellfish",2504821000,"Grams",2011,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nephrops","Crustacean","Shellfish",14781176000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nephrops","Crustacean","Shellfish",2400645000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nephrops","Crustacean","Shellfish",12638955000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nephrops","Crustacean","Shellfish",2177425000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nephrops","Crustacean","Shellfish",14231070000,"Grams",2014,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nephrops","Crustacean","Shellfish",2509135000,"Grams",2014,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nephrops","Crustacean","Shellfish",12704235000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nephrops","Crustacean","Shellfish",2552802000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nephrops","Crustacean","Shellfish",13116550000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nephrops","Crustacean","Shellfish",2434387000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nephrops","Crustacean","Shellfish",12551442000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nephrops","Crustacean","Shellfish",2386510000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nephrops","Crustacean","Shellfish",12190032000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nephrops","Crustacean","Shellfish",2010389000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nephrops","Crustacean","Shellfish",13149925000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nephrops","Crustacean","Shellfish",2176462000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nephrops","Crustacean","Shellfish",9667953000,"Grams",2020,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nephrops","Crustacean","Shellfish",1574521000,"Grams",2020,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nile perch","Freshwater","Lean",3082000,"Grams",2010,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nile perch","Freshwater","Lean",62153000,"Grams",2010,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nile perch","Freshwater","Lean",16698000,"Grams",2011,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nile perch","Freshwater","Lean",11097000,"Grams",2011,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nile perch","Freshwater","Lean",11500000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nile perch","Freshwater","Lean",8009000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nile perch","Freshwater","Lean",3911000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nile perch","Freshwater","Lean",5197000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nile perch","Freshwater","Lean",1851000,"Grams",2014,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nile perch","Freshwater","Lean",1953000,"Grams",2014,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nile perch","Freshwater","Lean",1524000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nile perch","Freshwater","Lean",1602000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nile perch","Freshwater","Lean",870000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nile perch","Freshwater","Lean",840000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nile perch","Freshwater","Lean",39000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nile perch","Freshwater","Lean",582000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nile perch","Freshwater","Lean",9000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nile perch","Freshwater","Lean",777000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nile perch","Freshwater","Lean",17000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nile perch","Freshwater","Lean",1563000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Nile perch","Freshwater","Lean",68000,"Grams",2020,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Nile perch","Freshwater","Lean",461000,"Grams",2020,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Octopus","Cephalopod","Other",95307000,"Grams",2009,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Octopus","Cephalopod","Other",1041520000,"Grams",2009,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Octopus","Cephalopod","Other",121053000,"Grams",2010,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Octopus","Cephalopod","Other",888129000,"Grams",2010,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Octopus","Cephalopod","Other",68989000,"Grams",2011,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Octopus","Cephalopod","Other",1082519000,"Grams",2011,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Octopus","Cephalopod","Other",128734000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Octopus","Cephalopod","Other",1012354000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Octopus","Cephalopod","Other",228255000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Octopus","Cephalopod","Other",1256858000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Octopus","Cephalopod","Other",257244000,"Grams",2014,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Octopus","Cephalopod","Other",1333413000,"Grams",2014,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Octopus","Cephalopod","Other",166495000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Octopus","Cephalopod","Other",1318160000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Octopus","Cephalopod","Other",106529000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Octopus","Cephalopod","Other",1316401000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Octopus","Cephalopod","Other",148487000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Octopus","Cephalopod","Other",1457464000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Octopus","Cephalopod","Other",206766000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Octopus","Cephalopod","Other",1226362000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Octopus","Cephalopod","Other",316089000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Octopus","Cephalopod","Other",881480000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
