"DataSupplier","DataSet","Commodity","Species","SpeciesType","SACN","Volume","Units","Year","TemporalResolution","Flag","FlagDescription"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Abalone","Clams, mussels, oysters","Shellfish",4605000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Abalone","Clams, mussels, oysters","Shellfish",10414000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Abalone","Clams, mussels, oysters","Shellfish",3931000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Abalone","Clams, mussels, oysters","Shellfish",13754000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Abalone","Clams, mussels, oysters","Shellfish",200000,"Grams",2014,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Abalone","Clams, mussels, oysters","Shellfish",18873000,"Grams",2014,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Abalone","Clams, mussels, oysters","Shellfish",1234000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Abalone","Clams, mussels, oysters","Shellfish",19264000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Abalone","Clams, mussels, oysters","Shellfish",2946000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Abalone","Clams, mussels, oysters","Shellfish",13354000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Abalone","Clams, mussels, oysters","Shellfish",14156000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Abalone","Clams, mussels, oysters","Shellfish",11887000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Abalone","Clams, mussels, oysters","Shellfish",20196000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Abalone","Clams, mussels, oysters","Shellfish",13235000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Abalone","Clams, mussels, oysters","Shellfish",17454000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Abalone","Clams, mussels, oysters","Shellfish",7861000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Anchovy","Small pelagics","Oily",242625000,"Grams",2009,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Anchovy","Small pelagics","Oily",1694741000,"Grams",2009,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Anchovy","Small pelagics","Oily",258952000,"Grams",2010,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Anchovy","Small pelagics","Oily",1582172000,"Grams",2010,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Anchovy","Small pelagics","Oily",471325000,"Grams",2011,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Anchovy","Small pelagics","Oily",1829055000,"Grams",2011,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Anchovy","Small pelagics","Oily",172734000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Anchovy","Small pelagics","Oily",1946946000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Anchovy","Small pelagics","Oily",46444000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Anchovy","Small pelagics","Oily",1784928000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Anchovy","Small pelagics","Oily",913634000,"Grams",2014,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Anchovy","Small pelagics","Oily",2151423000,"Grams",2014,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Anchovy","Small pelagics","Oily",112951000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Anchovy","Small pelagics","Oily",1927772000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Anchovy","Small pelagics","Oily",364090000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Anchovy","Small pelagics","Oily",1718907000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Anchovy","Small pelagics","Oily",3855065000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Anchovy","Small pelagics","Oily",1530810000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Anchovy","Small pelagics","Oily",7900838000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Anchovy","Small pelagics","Oily",1669971000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Anchovy","Small pelagics","Oily",1397199000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Anchovy","Small pelagics","Oily",1755537000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Basa","Tilapia and other cichlids","Lean",50091000,"Grams",2010,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Basa","Tilapia and other cichlids","Lean",9632972000,"Grams",2010,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Basa","Tilapia and other cichlids","Lean",110504000,"Grams",2011,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Basa","Tilapia and other cichlids","Lean",9647058000,"Grams",2011,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Basa","Tilapia and other cichlids","Lean",198868000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Basa","Tilapia and other cichlids","Lean",11121526000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Basa","Tilapia and other cichlids","Lean",232518000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Basa","Tilapia and other cichlids","Lean",13551624000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Basa","Tilapia and other cichlids","Lean",205817000,"Grams",2014,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Basa","Tilapia and other cichlids","Lean",14107443000,"Grams",2014,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Basa","Tilapia and other cichlids","Lean",277954000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Basa","Tilapia and other cichlids","Lean",13981581000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Basa","Tilapia and other cichlids","Lean",323756000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Basa","Tilapia and other cichlids","Lean",14938238000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Basa","Tilapia and other cichlids","Lean",1099026000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Basa","Tilapia and other cichlids","Lean",15933452000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Basa","Tilapia and other cichlids","Lean",630092000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Basa","Tilapia and other cichlids","Lean",12887219000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Basa","Tilapia and other cichlids","Lean",616083000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Basa","Tilapia and other cichlids","Lean",15165110000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Blue whiting","Cods","Lean",23034634000,"Grams",2009,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Blue whiting","Cods","Lean",6636372000,"Grams",2009,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Blue whiting","Cods","Lean",36662898000,"Grams",2010,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Blue whiting","Cods","Lean",5314253000,"Grams",2010,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Blue whiting","Cods","Lean",3202690000,"Grams",2011,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Blue whiting","Cods","Lean",61695000,"Grams",2011,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Blue whiting","Cods","Lean",26655440000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Blue whiting","Cods","Lean",22486675000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Blue whiting","Cods","Lean",18598418000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Blue whiting","Cods","Lean",5084028000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Blue whiting","Cods","Lean",4386208000,"Grams",2014,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Blue whiting","Cods","Lean",6775000,"Grams",2014,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Blue whiting","Cods","Lean",1814312000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Blue whiting","Cods","Lean",35259000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Blue whiting","Cods","Lean",2690031000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Blue whiting","Cods","Lean",27842000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Blue whiting","Cods","Lean",444858000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Blue whiting","Cods","Lean",337430000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Blue whiting","Cods","Lean",10966099000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Blue whiting","Cods","Lean",14000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Blue whiting","Cods","Lean",21605253000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Blue whiting","Cods","Lean",83000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Bream","Cods","Lean",284154000,"Grams",2009,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Bream","Cods","Lean",2528963000,"Grams",2009,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Bream","Cods","Lean",429664000,"Grams",2010,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Bream","Cods","Lean",2459943000,"Grams",2010,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Bream","Cods","Lean",402350000,"Grams",2011,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Bream","Cods","Lean",2957090000,"Grams",2011,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Bream","Cods","Lean",904048000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Bream","Cods","Lean",5825354000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Bream","Cods","Lean",700236000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Bream","Cods","Lean",5607936000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Bream","Cods","Lean",868609000,"Grams",2014,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Bream","Cods","Lean",4491316000,"Grams",2014,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Bream","Cods","Lean",747453000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Bream","Cods","Lean",3386504000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Bream","Cods","Lean",806144000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Bream","Cods","Lean",4135652000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Bream","Cods","Lean",642890000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Bream","Cods","Lean",3917857000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Bream","Cods","Lean",444445000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Bream","Cods","Lean",3422925000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Bream","Cods","Lean",361669000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Bream","Cods","Lean",3835398000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Carp","Carps","Lean",1494000,"Grams",2009,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Carp","Carps","Lean",128193000,"Grams",2009,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Carp","Carps","Lean",802000,"Grams",2010,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Carp","Carps","Lean",370553000,"Grams",2010,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Carp","Carps","Lean",8696000,"Grams",2011,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Carp","Carps","Lean",1163351000,"Grams",2011,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Carp","Carps","Lean",528000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Carp","Carps","Lean",661792000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Carp","Carps","Lean",440000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Carp","Carps","Lean",675898000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Carp","Carps","Lean",961757000,"Grams",2014,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Carp","Carps","Lean",1465345000,"Grams",2015,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Carp","Carps","Lean",1549383000,"Grams",2016,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Carp","Carps","Lean",38714000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Carp","Carps","Lean",4763851000,"Grams",2017,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Carp","Carps","Lean",83626000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Carp","Carps","Lean",4298775000,"Grams",2018,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Carp","Carps","Lean",66445000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Carp","Carps","Lean",4434837000,"Grams",2019,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Clam","Clams, mussels, oysters","Shellfish",4500000,"Grams",2009,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Clam","Clams, mussels, oysters","Shellfish",11000000,"Grams",2010,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Clam","Clams, mussels, oysters","Shellfish",36000000,"Grams",2011,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Clam","Clams, mussels, oysters","Shellfish",3509301000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Imports","Clam","Clams, mussels, oysters","Shellfish",1102212000,"Grams",2012,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
"HMRC","HMRC Overseas Trade data table - UK Trade Info","Exports","Clam","Clams, mussels, oysters","Shellfish",2980892000,"Grams",2013,"Annual","ConV1","ConV1: Conversion factors were applied to all or part of the data (i.e., whole fish to edible portion)"
